contig_id	target_id	Ecosystem classification
FCH3CGLCCXYL4FAA_NODE_2352	level2_502526 (taxid 1000902722)	
FCH3CGLCCXYL4FAA_NODE_2354	3300005613_____Ga0074649_1001934 (taxid 1000355302)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2355	3300007541_____Ga0099848_1003018 (taxid 1000677603)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2356	level1_17732 (taxid 1001183112)	
FCH3CGLCCXYL4FAA_NODE_2357	3300006749_____Ga0098042_1000840 (taxid 1000716883)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2358	3300003411_____JGI25911J50253_10002012 (taxid 1000620131)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2359	3300009183_____Ga0114974_10010215 (taxid 1000839681)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2360	3300019756_____Ga0194023_1000088 (taxid 1000162357)	Environmental;Aquatic;Freshwater;River;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2362	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2365	level1_22635 (taxid 1000447018)	
FCH3CGLCCXYL4FAA_NODE_2366	3300007540_____Ga0099847_1001064 (taxid 1001013497)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2367	level1_12592 (taxid 1001062783)	
FCH3CGLCCXYL4FAA_NODE_2368	level2_51952 (taxid 1001053035)	
FCH3CGLCCXYL4FAA_NODE_2370	3300006790_____Ga0098074_1000352 (taxid 1000028168)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2372	3300006802_____Ga0070749_10004500 (taxid 1000517360)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2373	3300009163_____Ga0114970_10007578 (taxid 1000227645)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2374	3300009076_____Ga0115550_1001337 (taxid 1000206153)	Environmental;Aquatic;Marine;Pelagic;Marine;
FCH3CGLCCXYL4FAA_NODE_2376	3300009181_____Ga0114969_10000569 (taxid 1000585468)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2377	3300008012_____Ga0075480_10011594 (taxid 1000987922)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2378	3300009182_____Ga0114959_10000575 (taxid 1000499429)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2383	3300007346_____Ga0070753_1002899 (taxid 1000696117)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2384	level3_26443 (taxid 1000955140)	
FCH3CGLCCXYL4FAA_NODE_2385	3300009183_____Ga0114974_10000573 (taxid 1000298973)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2386	3300012920_____Ga0160423_10020113 (taxid 1000706918)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2387	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2389	level2_3969 (taxid 1001083206)	
FCH3CGLCCXYL4FAA_NODE_2390	3300002835_____B570J40625_100001523 (taxid 1001140714)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2391	3300009529_____Ga0114919_10019985 (taxid 1000980614)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2393	3300005805_____Ga0079957_1003021 (taxid 1000723900)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2395	3300005528_____Ga0068872_10012286 (taxid 1001194599)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2396	3300001472_____JGI24004J15324_10000012 (taxid 1000631144)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2398	3300002835_____B570J40625_100019127 (taxid 1000637718)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2399	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2400	3300006639_____Ga0079301_1003973 (taxid 1000681837)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_2402	3300007542_____Ga0099846_1001138 (taxid 1000962169)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2406	3300012920_____Ga0160423_10000353 (taxid 1000817621)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2407	3300006802_____Ga0070749_10000525 (taxid 1000431689)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2408	3300007541_____Ga0099848_1004058 (taxid 1000658446)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2409	level1_11838 (taxid 1001059001)	
FCH3CGLCCXYL4FAA_NODE_2412	3300006802_____Ga0070749_10002382 (taxid 1000475998)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2413	level1_109117 (taxid 1000224539)	
FCH3CGLCCXYL4FAA_NODE_2414	3300005613_____Ga0074649_1004721 (taxid 1000414942)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2415	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2417	level3_25512 (taxid 1000933349)	
FCH3CGLCCXYL4FAA_NODE_2418	3300005525_____Ga0068877_10004457 (taxid 1001094671)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2419	3300005805_____Ga0079957_1001026 (taxid 1000716451)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2420	3300003413_____JGI25922J50271_10000209 (taxid 1000045632)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2421	3300006025_____Ga0075474_10001080 (taxid 1001188889)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2422	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2424	3300007539_____Ga0099849_1000521 (taxid 1001190625)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2425	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2427	3300009163_____Ga0114970_10001885 (taxid 1000073939)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2429	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2430	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2431	3300001460_____JGI24003J15210_10006262 (taxid 1000926464)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2432	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2434	level2_4143 (taxid 1001102980)	
FCH3CGLCCXYL4FAA_NODE_2435	3300009170_____Ga0105096_10001993 (taxid 1000840899)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2436	3300007539_____Ga0099849_1004889 (taxid 1000065061)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2437	3300005611_____Ga0074647_1002306 (taxid 1001110886)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2438	3300007716_____Ga0102867_1000892 (taxid 1000950102)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2439	3300003413_____JGI25922J50271_10000923 (taxid 1000042548)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2440	3300008996_____Ga0102831_1000676 (taxid 1000327781)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2441	3300005346_____Ga0074242_10064148 (taxid 1000424697)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2442	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2443	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2445	3300013004_____Ga0164293_10001666 (taxid 1000711287)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2446	level4_10336 (taxid 1000572022)	
FCH3CGLCCXYL4FAA_NODE_2447	3300010370_____Ga0129336_10001272 (taxid 1000063019)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2448	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2449	3300006810_____Ga0070754_10003692 (taxid 1000595140)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2450	3300009194_____Ga0114983_1001905 (taxid 1000010073)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_2452	3300006920_____Ga0070748_1006014 (taxid 1001084345)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2453	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2455	3300009526_____Ga0115004_10010281 (taxid 1000106575)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2456	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2457	level1_38436 (taxid 1001030582)	
FCH3CGLCCXYL4FAA_NODE_2458	3300013132_____Ga0172372_10013833 (taxid 1001176252)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2459	3300007542_____Ga0099846_1001755 (taxid 1000976371)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2460	3300006191_____Ga0075447_10001164 (taxid 1000740369)	Environmental;Aquatic;Marine;Unclassified;Marine;
FCH3CGLCCXYL4FAA_NODE_2461	3300007344_____Ga0070745_1002728 (taxid 1000566742)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2462	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2463	3300005613_____Ga0074649_1003007 (taxid 1000391801)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2466	3300006862_____Ga0079299_1000097 (taxid 1000537147)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_2467	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2468	level1_11219 (taxid 1001082327)	
FCH3CGLCCXYL4FAA_NODE_2469	3300005527_____Ga0068876_10002670 (taxid 1000832180)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2470	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2471	3300002835_____B570J40625_100005612 (taxid 1000019268)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2472	level1_82236 (taxid 1001168096)	
FCH3CGLCCXYL4FAA_NODE_2474	level1_43524 (taxid 1000264898)	
FCH3CGLCCXYL4FAA_NODE_2475	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2476	3300014204_____Ga0172381_10000157 (taxid 1000296105)	Engineered;Solid waste;Landfill;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_2477	3300006920_____Ga0070748_1000464 (taxid 1000951850)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2478	3300009076_____Ga0115550_1001337 (taxid 1000206153)	Environmental;Aquatic;Marine;Pelagic;Marine;
FCH3CGLCCXYL4FAA_NODE_2479	level1_31123 (taxid 1000914280)	
FCH3CGLCCXYL4FAA_NODE_2480	3300014720_____Ga0172376_10009731 (taxid 1000610310)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2481	3300018421_____Ga0181592_10002122 (taxid 1000279332)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2482	3300007541_____Ga0099848_1004493 (taxid 1000660891)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2484	3300007541_____Ga0099848_1003487 (taxid 1000682283)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2485	3300013005_____Ga0164292_10002598 (taxid 1000423980)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2486	3300009082_____Ga0105099_10002892 (taxid 1000523588)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2487	3300000756_____JGI12421J11937_10003552 (taxid 1000646577)	Environmental;Aquatic;Freshwater;Lentic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2489	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2494	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2495	3300007542_____Ga0099846_1000991 (taxid 1000922029)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2496	3300009068_____Ga0114973_10007441 (taxid 1000622338)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2497	3300009149_____Ga0114918_10019146 (taxid 1000495299)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2499	3300009183_____Ga0114974_10001867 (taxid 1000360399)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2503	level3_15425 (taxid 1000408163)	
FCH3CGLCCXYL4FAA_NODE_2505	3300005527_____Ga0068876_10002610 (taxid 1000832266)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2506	3300005613_____Ga0074649_1003496 (taxid 1000394414)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2507	3300005525_____Ga0068877_10008217 (taxid 1001157026)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2508	3300002835_____B570J40625_100003862 (taxid 1001178173)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2509	3300006754_____Ga0098044_1002163 (taxid 1000228875)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2513	3300001711_____JGI24508J20089_1000007 (taxid 1000773980)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2514	3300007542_____Ga0099846_1001755 (taxid 1000976371)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2515	3300013126_____Ga0172367_10005922 (taxid 1000695834)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2517	3300007538_____Ga0099851_1002322 (taxid 1000780710)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2518	level1_21713 (taxid 1000389345)	
FCH3CGLCCXYL4FAA_NODE_2520	3300000116_____DelMOSpr2010_c10008361 (taxid 1000088662)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2525	level3_16877 (taxid 1000427401)	
FCH3CGLCCXYL4FAA_NODE_2526	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2528	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2530	3300005613_____Ga0074649_1004703 (taxid 1000414973)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2532	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2533	3300007541_____Ga0099848_1003018 (taxid 1000677603)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2534	3300009081_____Ga0105098_10003292 (taxid 1000121806)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2535	3300009158_____Ga0114977_10006406 (taxid 1001151756)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2536	level1_104669 (taxid 1000138226)	
FCH3CGLCCXYL4FAA_NODE_2537	3300009647_____Ga0123326_1002797 (taxid 1000339269)	Engineered;Bioreactor;Anaerobic;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_2538	3300010334_____Ga0136644_10001109 (taxid 1000036184)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2542	3300006810_____Ga0070754_10007709 (taxid 1000675963)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2543	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2545	3300005528_____Ga0068872_10000045 (taxid 1000640594)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2547	3300005805_____Ga0079957_1001139 (taxid 1000717034)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2549	level1_21705 (taxid 1000389328)	
FCH3CGLCCXYL4FAA_NODE_2550	3300009512_____Ga0115003_10004095 (taxid 1000810626)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2552	3300007541_____Ga0099848_1005539 (taxid 1000715928)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2553	3300013010_____Ga0129327_10002479 (taxid 1000423106)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2554	3300005805_____Ga0079957_1000475 (taxid 1000702455)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2555	3300017824_____Ga0181552_10008365 (taxid 1000631964)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2557	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2560	3300014205_____Ga0172380_10002006 (taxid 1000031524)	Engineered;Solid waste;Landfill;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_2561	3300007622_____Ga0102863_1000955 (taxid 1000686326)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2566	level3_560355 (taxid 1000492031)	
FCH3CGLCCXYL4FAA_NODE_2567	3300010157_____Ga0114964_10002037 (taxid 1000656732)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2572	3300006802_____Ga0070749_10007469 (taxid 1000543860)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2574	3300010158_____Ga0114960_10004506 (taxid 1000550955)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2575	3300007542_____Ga0099846_1003540 (taxid 1001002762)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2576	level2_29923 (taxid 1000785971)	
FCH3CGLCCXYL4FAA_NODE_2578	3300007229_____Ga0075468_10000274 (taxid 1000409545)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2580	3300003430_____JGI25921J50272_10000083 (taxid 1000098768)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2581	3300006802_____Ga0070749_10007849 (taxid 1000541260)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2582	3300005613_____Ga0074649_1006875 (taxid 1000452552)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2583	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_2586	level2_74948 (taxid 1000916273)	
FCH3CGLCCXYL4FAA_NODE_2589	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2590	3300007647_____Ga0102855_1001941 (taxid 1000534983)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2593	3300004097_____Ga0055584_100010579 (taxid 1000325927)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2594	3300002835_____B570J40625_100002595 (taxid 1001195546)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2595	3300005805_____Ga0079957_1001221 (taxid 1000717582)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2596	3300005613_____Ga0074649_1001201 (taxid 1000354315)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2597	3300009165_____Ga0105102_10000878 (taxid 1000578956)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2599	3300009180_____Ga0114979_10009167 (taxid 1000887562)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2602	3300009059_____Ga0102830_1001375 (taxid 1001017805)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2604	3300006874_____Ga0075475_10005706 (taxid 1000218584)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2605	level1_81117 (taxid 1001185029)	
FCH3CGLCCXYL4FAA_NODE_2608	3300007541_____Ga0099848_1002613 (taxid 1000627928)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2610	level1_15615 (taxid 1001156923)	
FCH3CGLCCXYL4FAA_NODE_2611	3300007538_____Ga0099851_1001954 (taxid 1000796694)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2613	3300012942_____Ga0164242_10000323 (taxid 1000076347)	Environmental;Terrestrial;Soil;Unclassified;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_2614	3300009165_____Ga0105102_10000746 (taxid 1000580865)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2615	3300009009_____Ga0105105_10004002 (taxid 1000921838)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2617	3300009159_____Ga0114978_10005440 (taxid 1000367889)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2618	3300007541_____Ga0099848_1001617 (taxid 1000613011)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2619	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2620	level5_288 (taxid 1001117792)	
FCH3CGLCCXYL4FAA_NODE_2622	3300005613_____Ga0074649_1002400 (taxid 1000376798)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2624	3300006810_____Ga0070754_10002287 (taxid 1000590818)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2625	level1_100185 (taxid 1000060435)	
FCH3CGLCCXYL4FAA_NODE_2627	3300009183_____Ga0114974_10000299 (taxid 1000297611)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2628	3300005613_____Ga0074649_1004994 (taxid 1000413480)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2629	3300006790_____Ga0098074_1000826 (taxid 1000029611)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_2630	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2631	3300006025_____Ga0075474_10003865 (taxid 1000022062)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2632	3300005528_____Ga0068872_10013649 (taxid 1000014604)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2634	level2_21222 (taxid 1000624300)	
FCH3CGLCCXYL4FAA_NODE_2635	3300013004_____Ga0164293_10014849 (taxid 1000077983)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2638	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2639	3300001687_____WOR8_10001075 (taxid 1000597795)	Environmental;Aquatic;Marine;Oceanic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_2641	3300013132_____Ga0172372_10004072 (taxid 1000656151)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2642	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2643	3300007345_____Ga0070752_1003902 (taxid 1001086012)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_2644	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2645	level1_44365 (taxid 1000329279)	
FCH3CGLCCXYL4FAA_NODE_2646	3300009068_____Ga0114973_10007086 (taxid 1000625218)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2648	3300013126_____Ga0172367_10005908 (taxid 1000695749)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2649	3300013132_____Ga0172372_10026086 (taxid 1000538639)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2651	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2652	3300009181_____Ga0114969_10007280 (taxid 1000749315)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2653	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_2654	3300005527_____Ga0068876_10000282 (taxid 1000798764)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_2657	3300017968_____Ga0181587_10015727 (taxid 1001024572)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_2658	3300007540_____Ga0099847_1000528 (taxid 1001007385)	Environmental;Aquatic;Marine;Coastal;Marine;
